,Unnamed: 0,Номер животного,Ушная бирка животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события,IS_COW_ON_HORMONES,PROTOCOL_STAGE_1,PROTOCOL_STAGE_2,PROTOCOL_STAGE_3,PROTOCOL_STAGE_4,PROTOCOL_STAGE_5,PROTOCOL_STAGE_6,PROTOCOL_STAGE_7,PROTOCOL_STAGE_8,PROTOCOL_STAGE_9,PROTOCOL_STAGE_10,PROTOCOL_STAGE_11,UDDER_PARTS_AFFECTED_STAGE_1,UDDER_PARTS_CURED_STAGE_1,UDDER_PARTS_AFFECTED_STAGE_2,UDDER_PARTS_CURED_STAGE_2,UDDER_PARTS_AFFECTED_STAGE_3,UDDER_PARTS_CURED_STAGE_3,UDDER_PARTS_AFFECTED_STAGE_4,UDDER_PARTS_CURED_STAGE_4,UDDER_PARTS_AFFECTED_STAGE_5,UDDER_PARTS_CURED_STAGE_5,UDDER_PARTS_AFFECTED_STAGE_6,UDDER_PARTS_CURED_STAGE_6,UDDER_PARTS_AFFECTED_STAGE_7,UDDER_PARTS_CURED_STAGE_7,UDDER_PARTS_AFFECTED_STAGE_8,UDDER_PARTS_CURED_STAGE_8,UDDER_PARTS_AFFECTED_STAGE_9,UDDER_PARTS_CURED_STAGE_9,UDDER_PARTS_AFFECTED_STAGE_10,UDDER_PARTS_CURED_STAGE_10,UDDER_PARTS_AFFECTED_STAGE_11,UDDER_PARTS_CURED_STAGE_11,IS_POSITIVE_RESULT,DAYS_OF_TREATMENT,COW_FULL_YEARS,MOTHER_ID,FATHER_ID,MOTHER_FATHER_ID,CALV_RESULT_TWO_CHILDREN,CALV_RESULT_AT_LEAST_ONE_DEAD,Mother_has_mastitis
29,7145,603003,603003,F,0.25,FA,0.5,2016-03-01,0.3277777777777778,0.9243986254295533,0.9147105303384865,1.0,9,0.055248618784530384,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.2,406129,0.48542851077796473,0.389574984476888,0,0,0
30,4150,501146,501146,F,0.375,FA,0.0,2015-01-21,0.31666666666666665,0.0,0.8575802487364627,0.700333768255335,9,0.0749802683504341,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.3,202033,0.34788716661855906,0.38535909532127605,0,0,0
31,7361,603126,603126,F,0.25,MA,0.0,2016-03-24,0.3055555555555556,0.9518900343642611,0.40024001272651133,0.42132316689663496,9,0.020520915548539857,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0.1,405060,0.48542851077796473,0.389574984476888,0,0,0
32,7565,604054,604054,F,0.25,MA,0.5,2016-04-09,0.3055555555555556,0.9347079037800687,0.40024001272651133,0.42132316689663496,9,0.06550907655880031,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.1,406044,0.48542851077796473,0.389574984476888,0,0,0
33,5565,507054,507054,F,0.25,FA,0.0,2015-07-09,0.3111111111111111,0.9484536082474226,0.40024001272651133,0.42132316689663496,9,0.2565114443567482,2019-03-12,КМ5_23,0,5,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0.2,1633,0.4029255129480767,0.38535909532127605,0,0,0
34,178,2389,4464102389,F,0.75,FA,0.0,2010-03-30,0.3277777777777778,0.0,0.6082552356004913,0.2973224255320168,9,0.23125493291239146,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.7,0,0.3388285489257368,0.38535909532127605,0,0,0
35,475,202053,202053,F,0.75,FA,0.0,2012-02-21,0.29444444444444445,0.0,0.39657320741312346,0.410406159746229,9,0.03314917127071823,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.6,0,0.3388285489257368,0.38535909532127605,0,0,0
36,1241,312031,312031,F,0.5,MA,0.0,2013-12-06,0.3,0.0,0.39657320741312346,0.410406159746229,9,0.11996842936069456,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.4,2741,0.6208772766978725,0.38535909532127605,0,0,0
37,9941,611132,611132,F,0.125,FA,0.0,2016-11-22,0.0,0.14432989690721648,0.4357305787184588,0.4353084133074486,9,0.08602999210734018,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1,411124,0.41739972952203486,0.30203979960285016,0,0,1
38,489,205023,205023,F,0.625,MA,0.0,2012-05-11,0.35555555555555557,0.6666666666666666,0.35641721751610667,0.33377869885001415,9,0.18547750591949486,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.5,0,0.3388285489257368,0.38535909532127605,0,0,0
39,9890,611105,611105,F,0.125,FD,1.0,2016-11-18,0.0,0.0,0.8575802487364627,0.700333768255335,9,0.08445146014206788,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1,311043,0.3865072963573835,0.14044412025772507,0,1,0
40,10495,701058,701058,F,0.125,FD,0.0,2017-01-09,0.0,0.9587628865979382,0.40024001272651133,0.42132316689663496,9,0.09155485398579322,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1,211003,0.1409039690074524,0.38535909532127605,0,1,0
41,9254,609075,609075,F,0.125,FA,1.0,2016-09-13,0.0,0.9450171821305842,0.40024001272651133,0.42132316689663496,9,0.20836621941594316,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1,2588,0.3865072963573835,0.38535909532127605,0,0,0
42,9816,611075,611075,F,0.125,FA,0.0,2016-11-14,0.0,0.8797250859106529,0.9147105303384865,1.0,9,0.04104183109707971,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0.1,903337,0.4164213156580175,0.38535909532127605,0,0,0
43,9297,609101,609101,F,0.125,FA,0.0,2016-09-17,0.0,0.9415807560137457,0.40024001272651133,0.42132316689663496,9,0.12154696132596685,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1,203033,0.22477908937793054,0.38535909532127605,0,0,0
44,1397,400171,400171,F,0.375,MA,0.0,2014-05-03,0.3388888888888889,0.0,0.8575802487364627,0.700333768255335,9,0.0489344909234412,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.3,0,0.5194174757281553,0.38535909532127605,0,0,0
45,9112,609012,609012,F,0.125,MA,0.0,2016-09-02,0.0,0.9450171821305842,0.40024001272651133,0.42132316689663496,9,0.17521704814522493,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.1,406075,0.43415897570106626,0.3485732552686889,0,0,0
46,10892,702049,702049,F,0.125,FA,0.0,2017-02-07,0.0,0.0,0.39657320741312346,0.410406159746229,9,0.027624309392265192,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.1,315,0.3001749985980747,0.38535909532127605,0,0,0
47,423,87492,530487492,F,0.875,FA,0.0,2010-06-14,0.29444444444444445,0.9072164948453608,0.9147105303384865,1.0,9,0.17600631412786108,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.7,0,0.3388285489257368,0.38535909532127605,0,0,0
48,11171,702674,5995502674,F,0.625,FA,0.0,2010-12-22,1.0,0.0,0.4357305787184588,0.4353084133074486,9,0.17679558011049723,2019-03-12,КМ5_23,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0.3388285489257368,0.38535909532127605,0,0,0
49,1380,400130,400130,F,0.375,FA,0.5,2014-04-16,0.3,0.979381443298969,0.40024001272651133,0.42132316689663496,9,0.10497237569060773,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.3,0,0.2611011781448496,0.38535909532127605,0,0,0
50,1172,311068,311068,F,0.5,MA,0.0,2013-11-10,0.3611111111111111,0.0,0.4452918788207343,0.4018819555475627,9,0.05761641673243883,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,833,0.4018488905924519,0.38535909532127605,0,0,0
51,10593,701094,701094,F,0.125,FAFA,0.0,2017-01-15,0.0,0.9484536082474226,0.40024001272651133,0.42132316689663496,9,0.11365430149960537,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.1,412049,0.39813655396243836,0.30203979960285016,1,0,0
52,1111,310067,310067,F,0.5,MA,0.0,2013-10-19,0.35555555555555557,0.0,0.39657320741312346,0.410406159746229,9,0.05840568271507498,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.4,902909,0.5445515998215374,0.38535909532127605,0,0,0
53,9552,610068,610068,F,0.125,MA,0.0,2016-10-14,0.0,0.9725085910652921,0.40024001272651133,0.42132316689663496,9,0.14759273875295975,2019-03-12,КМ5_12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.1,2729,0.4149413263778794,0.38535909532127605,0,0,0
54,692,211099,211099,F,0.5,FA,0.0,2012-11-18,0.36666666666666664,0.3024054982817869,0.8575802487364627,0.700333768255335,9,0.062352012628255724,2019-03-12,КМ5_34,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.5,3094,0.3388285489257368,0.38535909532127605,0,0,0
55,6064,510140,510140,F,0.25,FA,0.0,2015-10-31,0.34444444444444444,0.9690721649484536,0.9147105303384865,0.8519555369793087,9,0.05445935280189424,2019-03-13,ТМ6_4,0,5,6,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.2,308007,0.4164213156580175,0.38535909532127605,0,0,0
56,694,211099,211099,F,0.5,FA,0.0,2012-11-18,0.36666666666666664,0.3024054982817869,0.8575802487364627,0.700333768255335,9,0.06314127861089187,2019-03-13,КМ5_4,0,5,5,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.5,3094,0.3388285489257368,0.38535909532127605,0,0,0
57,426,87492,530487492,F,0.875,FA,0.0,2010-06-14,0.29444444444444445,0.9072164948453608,0.9147105303384865,1.0,9,0.17679558011049723,2019-03-13,КМ6_14,0,5,6,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.7,0,0.3388285489257368,0.38535909532127605,0,0,0
58,6065,510140,510140,F,0.25,FA,0.0,2015-10-31,0.34444444444444444,0.9690721649484536,0.9147105303384865,0.8519555369793087,9,0.05445935280189424,2019-03-13,ТМ3_4,0,5,6,3,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.2,308007,0.4164213156580175,0.38535909532127605,0,0,0
59,2966,408121,408121,F,0.375,MA,1.0,2014-08-27,0.32222222222222224,0.9312714776632303,0.40024001272651133,0.42132316689663496,9,0.0749802683504341,2019-03-13,КМ4_14,0,5,4,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.3,208062,0.3653291427079316,0.38535909532127605,0,0,0
60,425,87492,530487492,F,0.875,FA,0.0,2010-06-14,0.29444444444444445,0.9072164948453608,0.9147105303384865,1.0,9,0.17679558011049723,2019-03-13,КМ3_1_4,0,5,6,3,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.7,0,0.3388285489257368,0.38535909532127605,0,0,0
61,693,211099,211099,F,0.5,FA,0.0,2012-11-18,0.36666666666666664,0.3024054982817869,0.8575802487364627,0.700333768255335,9,0.06314127861089187,2019-03-13,КМ4_4,0,5,5,4,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.5,3094,0.3388285489257368,0.38535909532127605,0,0,0
62,2446,405083,405083,F,0.375,FA,1.0,2014-05-17,0.37222222222222223,0.9518900343642611,0.40024001272651133,0.42132316689663496,9,0.07892659826361484,2019-03-13,КМ6_14,0,5,6,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.3,204067,0.4416929940430473,0.38535909532127605,0,0,0
